LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,LE_peak_1_summit,LE_peak_2_summit,L1_peak_1_summit,L1_peak_2_summit,L3_peak_1_summit,L3_peak_2_summit,summit_agreement,k4cluster,k6cluster,k4weights,k6weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,intestine_dev_cluster,class
1.142019,1.008268,1.915111,1.72316,3.476586,4.030522,0,0,1,NA,NA,NA,NA,708953,708940,6.5,4,6,0.964,1.000,1.075,1.819,3.754,-0.825,-0.287,1.112,ELT2peak03421,Increasing,1.911563639286084,ELT2peak03421,WBGene00016029,688726,715866,+,inside,6966,6035,Overlapping,NA,NA
1.514573,1.273019,1.21818,1.243271,0.921998,1.50696,1,0,0,748801,748821,NA,NA,NA,NA,10,0,0,0.000,0.000,1.394,1.231,1.214,1.151,-0.493,-0.657,ELT2peak03422,Not_Changing,0.009835087203583325,ELT2peak03422,WBGene00003936,727207,752427,-,inside,-9085,3100,Overlapping,NA,NA
2.26748,2.676958,0.749593,0.344648,1.243926,2.243926,1,0,0,772874,772876,NA,NA,NA,NA,1,1,1,0.880,1.000,2.472,0.547,1.744,0.910,-1.071,0.161,ELT2peak03423,Embryo_Specific,0.9447930555635833,ELT2peak03423,WBGene00000882,773403,774159,+,overlapStart,-803,2,Overlapping,NA,NA
1.402098,1.364411,1.493815,0.970253,3.27955,3.921998,0,0,1,NA,NA,NA,NA,778372,778372,0,3,4,0.973,1.000,1.383,1.232,3.601,-0.519,-0.633,1.153,ELT2peak03424,L3_High,1.7585315933500831,ELT2peak03424,WBGene00000117,774319,783305,-,inside,439,3807,Overlapping,NA,NA
2.53842,2.712718,2.929611,2.131245,1.957621,2.847997,1,1,1,783469,783469,783439,783447,783480,783449,13.833333333333334,0,0,0.000,0.000,2.626,2.530,2.403,0.948,0.097,-1.045,ELT2peak03425,Not_Changing,0.012493406107000005,ELT2peak03425,WBGene00020551,755298,783298,-,overlapStart,-14270,155,Overlapping,NA,NA
1.929611,2.258016,1.904719,2.146842,2.944365,3.746426,1,1,1,792742,792720,793737,793792,793749,793762,457.3333333333333,3,4,0.960,1.000,2.094,2.026,3.345,-0.531,-0.623,1.153,ELT2peak03426,L3_High,0.5520782900063335,ELT2peak03426,WBGene00004922,786071,793733,-,overlapStart,-3384,444,Overlapping,NA,Target Gene Class B
0.569366,0.707819,1.642678,1.292181,3.314315,3.091923,0,0,1,NA,NA,NA,NA,794523,794737,107,4,6,0.998,1.000,0.639,1.467,3.203,-0.864,-0.231,1.095,ELT2peak03427,Increasing,1.7127308303635833,ELT2peak03427,WBGene00004498,794294,809430,+,overlapStart,-6794,11,Overlapping,NA,NA
1.040642,0.744345,0.974005,1.490326,4.348262,4.754888,0,0,1,NA,NA,NA,NA,832137,832121,8,3,4,0.585,1.000,0.892,1.232,4.552,-0.659,-0.491,1.151,ELT2peak03428,L3_High,4.087122319986083,ELT2peak03428,WBGene00019329,828590,832277,-,overlapStart,-1693,102,Overlapping,NA,NA
1.965235,2.133856,2.523562,2.573467,6.899278,7.025285,1,1,1,833381,833117,833132,833130,833133,833227,78.22222222220928,3,4,0.550,1.000,2.050,2.549,6.962,-0.667,-0.483,1.150,ELT2peak03429,L3_High,7.310880699824332,ELT2peak03429,WBGene00019327,828806,835815,+,inside,1244,1498,Overlapping,NA,Target Gene Class C
1.070389,1.647698,1.788835,2.071791,4.331388,4.071744,1,1,1,835443,836080,835927,836011,835986,835925,150.7777777777519,4,6,0.784,1.000,1.359,1.930,4.202,-0.757,-0.377,1.134,ELT2peak03430,Increasing,2.260812199107583,ELT2peak03430,WBGene00019327,828806,835815,+,overlapEnd,3609,695,Overlapping,NA,Target Gene Class C
2.084064,2.600904,2.55605,2.380272,3.676885,3.966392,1,1,1,845649,845654,845675,845664,845661,845670,7.5,3,4,0.616,1.000,2.342,2.468,3.822,-0.652,-0.499,1.151,ELT2peak03431,L3_High,0.6725990143675831,ELT2peak03431,WBGene00019326,845841,851343,+,overlapStart,-2842,334,Overlapping,NA,NA
1.160465,1.304855,1.979241,1.45568,1.337035,1.14439,0,0,1,NA,NA,NA,NA,852666,852671,2.5,0,0,0.000,0.000,1.233,1.717,1.241,-0.592,1.155,-0.563,ELT2peak03432,Not_Changing,0.07706417051008335,ELT2peak03432,WBGene00004388,852799,855956,-,overlapEnd,1599,334,Overlapping,NA,NA
1.321928,1.222393,1.237039,0.514573,2.729352,3.243926,0,0,1,NA,NA,NA,NA,865761,865134,313.5,3,4,0.974,1.000,1.272,0.876,2.987,-0.392,-0.745,1.137,ELT2peak03433,L3_High,1.2586915617535837,ELT2peak03433,WBGene00021170,862306,866784,+,inside,901,781,Overlapping,Adult,NA
1.476438,1.222393,1.747234,1.695145,2.676885,3.603822,0,0,1,NA,NA,NA,NA,873669,873589,40,4,6,0.805,1.000,1.349,1.721,3.140,-0.763,-0.369,1.132,ELT2peak03434,Increasing,0.8932835476359997,ELT2peak03434,WBGene00020760,872621,873531,-,overlapStart,-551,188,Overlapping,NA,NA
0.964376,0.388402,1.046096,1.067114,2.44556,2.44556,0,0,1,NA,NA,NA,NA,880164,880163,0.5,4,6,0.828,1.000,0.676,1.057,2.446,-0.769,-0.361,1.130,ELT2peak03435,Increasing,0.8672877043203333,ELT2peak03435,WBGene00020757,879860,881507,+,inside,-416,57,Overlapping,NA,NA
0.440573,0.662965,1.169925,1.4780470000000001,2.091923,2.676885,0,0,1,NA,NA,NA,NA,881125,881117,4,4,6,0.908,1.000,0.552,1.324,2.384,-0.944,-0.104,1.048,ELT2peak03436,Increasing,0.846559412173,ELT2peak03436,WBGene00020757,879860,881507,+,overlapEnd,554,97,Overlapping,NA,NA
0.800691,0.075551,1.670692,1.594743,1.424498,1.14439,0,0,1,NA,NA,NA,NA,885611,885618,3.5,2,3,0.696,1.000,0.438,1.633,1.284,-1.107,0.837,0.270,ELT2peak03437,Larval,0.37743630815725004,ELT2peak03437,WBGene00020762,881443,886795,-,inside,-1599,730,Overlapping,NA,NA
1,1.456858,1.584963,1.555215,3.622437,4.594423,0,1,1,NA,NA,891144,891221,891222,891214,28.125,3,4,0.479,1.000,1.228,1.570,4.108,-0.683,-0.465,1.148,ELT2peak03439,L3_High,2.4757187246470007,ELT2peak03439,WBGene00306002,889801,891234,-,overlapStart,-846,340,Overlapping,NA,NA
1,1.058894,1.635589,1.514573,3.828888,4.27955,0,0,1,NA,NA,NA,NA,901763,901786,11.5,4,6,0.711,1.000,1.029,1.575,4.054,-0.738,-0.400,1.138,ELT2peak03440,Increasing,2.598847889497333,ELT2peak03440,WBGene00017760,902151,907541,-,overlapEnd,2967,84,Overlapping,NA,NA
1.469485,1.106915,1.813232,1.678072,2.091923,2.7633,0,0,1,NA,NA,NA,NA,911065,911067,1,4,6,0.944,1.000,1.288,1.746,2.428,-0.928,-0.131,1.059,ELT2peak03441,Increasing,0.3287649430460835,ELT2peak03441,WBGene00000263,909989,910891,-,overlapStart,-726,70,Overlapping,Embryonic,NA
2.104337,1.944858,2.543142,2.404696,5.429792,5.761201,0,1,1,NA,NA,936315,936268,936306,936324,17.625,4,6,0.494,1.000,2.025,2.474,5.595,-0.689,-0.458,1.147,ELT2peak03442,Increasing,3.782909261178249,ELT2peak03442,WBGene00020453,933473,936067,-,overlapStart,-1522,49,Overlapping,NA,Target Gene Class A2
1.222392,0.724893,1.099536,1.402098,3.118395,3.267772,0,0,1,NA,NA,NA,NA,939821,939814,3.5,4,6,0.490,1.000,0.974,1.251,3.193,-0.688,-0.459,1.147,ELT2peak03443,Increasing,1.4625238688255835,ELT2peak03443,WBGene00020455,939958,943476,-,overlapEnd,1901,105,Overlapping,NA,Target Gene Class B
1.815575,1.78182,1.415038,1.652077,4.551354,4.594423,0,0,1,NA,NA,NA,NA,940570,940583,6.5,3,4,0.989,1.000,1.799,1.534,4.573,-0.497,-0.654,1.151,ELT2peak03444,L3_High,2.833994641940332,ELT2peak03444,WBGene00020455,939958,943476,-,inside,1141,461,Overlapping,NA,Target Gene Class B
1.505235,1.658492,2.693215,2.733213,5.7293519999999996,5.601478,1,1,1,942724,942880,943744,943743,942246,942028,566.2222222222093,4,6,0.963,1.000,1.582,2.713,5.665,-0.824,-0.288,1.112,ELT2peak03445,Increasing,4.445139591900582,ELT2peak03445,WBGene00020455,939958,943476,-,overlapStart,-1191,558,Overlapping,NA,Target Gene Class B
1.859822,2.167945,2.652077,2.956411,5.437697,5.927622,0,1,1,NA,NA,944587,944586,944583,944583,1.75,4,6,0.829,1.000,2.014,2.804,5.683,-0.770,-0.360,1.130,ELT2peak03446,Increasing,3.728310474796083,ELT2peak03446,WBGene00020456,940799,946298,-,inside,-1114,1309,Overlapping,NA,Target Gene Class B
1.351472,1.023084,1.203872,1.152003,2.2074,2.703357,0,0,1,NA,NA,NA,NA,950640,950659,9.5,3,4,0.892,1.000,1.187,1.178,2.455,-0.571,-0.584,1.155,ELT2peak03448,L3_High,0.5400036052535834,ELT2peak03448,WBGene00020457,949295,950670,-,overlapStart,-836,270,Overlapping,NA,NA
1.111031,1.222392,2.43296,2.08017,5.580209,6.160402,0,1,1,NA,NA,956188,956191,956201,956226,12.25,4,6,0.874,1.000,1.167,2.257,5.870,-0.784,-0.342,1.126,ELT2peak03449,Increasing,6.061782928273085,ELT2peak03449,WBGene00020449,956327,957953,+,overlapStart,-849,317,Overlapping,NA,Target Gene Class A2
1.115477,1.283793,1.36257,1.777608,4.188784,4.536707,0,0,1,NA,NA,NA,NA,962143,962161,9,3,4,0.486,1.000,1.200,1.570,4.363,-0.681,-0.467,1.148,ELT2peak03450,L3_High,2.9902390880530834,ELT2peak03450,WBGene00020448,962269,963833,+,overlapStart,-907,116,Overlapping,NA,NA
2.415038,2.353637,3.537828,3.47063,5.97728,6.331388,1,1,1,1002659,1002664,1002746,1002759,1002715,1002805,45.333333333333336,4,6,0.985,1.000,2.384,3.504,6.154,-0.842,-0.263,1.105,ELT2peak03452,Increasing,3.748347848801584,ELT2peak03452,WBGene00019914,1002707,1006298,+,overlapStart,-1740,371,Overlapping,Post-embryonic,Target Gene Class A1
1.070389,1.052467,1.665133,2,3.00946,3.243926,0,0,1,NA,NA,NA,NA,1006398,1006443,22.5,4,6,0.979,1.000,1.061,1.833,3.127,-0.906,-0.167,1.073,ELT2peak03453,Increasing,1.0891229174015833,ELT2peak03453,WBGene00019914,1002707,1006298,+,overlapEnd,1922,140,Overlapping,Post-embryonic,Target Gene Class A1
1.485427,1.491579,2.128105,1.924449,4.037475,4.640816,1,0,0,1028405,1028397,NA,NA,NA,NA,4,4,6,0.741,1.000,1.489,2.026,4.339,-0.746,-0.391,1.136,ELT2peak03454,Increasing,2.2941207060290827,ELT2peak03454,WBGene00021340,1026912,1031090,-,inside,421,1159,Overlapping,NA,NA
1.736966,1.61471,1.396517,1.584962,2.381429,1.729352,1,0,0,1060992,1060723,NA,NA,NA,NA,134.5,0,0,0.000,0.000,1.676,1.491,2.055,-0.225,-0.868,1.093,ELT2peak03455,Not_Changing,0.08285871779324987,ELT2peak03455,WBGene00006697,1062794,1076555,-,overlapEnd,7667,823,Overlapping,NA,NA
1.736966,1.63743,1.86507,1.472753,2.381429,2.622437,1,0,1,1076934,1076940,NA,NA,1076273,1075436,541.25,3,4,0.919,1.000,1.687,1.669,2.502,-0.558,-0.596,1.154,ELT2peak03456,L3_High,0.2263420559615834,ELT2peak03456,WBGene00006697,1062794,1076555,-,overlapStart,-7212,1365,Overlapping,NA,NA
2.357552,2.530515,2.512674,2.411068,4.864512,5.188784,1,1,1,1080726,1080750,1080750,1080707,1080754,1080728,15.5,3,4,0.862,1.000,2.444,2.462,5.027,-0.583,-0.571,1.155,ELT2peak03457,L3_High,2.2080494819575827,ELT2peak03457,WBGene00022357,1080897,1081302,+,overlapStart,-360,181,Overlapping,NA,NA
1.146842,1.420332,1.505528,1.308122,1.381429,1.622437,1,0,0,1089040,1088934,NA,NA,NA,NA,53,0,0,0.000,0.000,1.284,1.407,1.502,-1.040,0.086,0.954,ELT2peak03458,Not_Changing,0.01198468533733335,ELT2peak03458,WBGene00003917,1081401,1095077,+,inside,1395,4417,Overlapping,NA,NA
2,1.807355,2.684498,2.192645,2.091923,2.091923,1,0,0,1091735,1091427,NA,NA,NA,NA,154,0,0,0.000,0.000,1.904,2.439,2.092,-0.888,1.083,-0.195,ELT2peak03459,Not_Changing,0.07361885700975,ELT2peak03459,WBGene00003917,1081401,1095077,+,inside,4421,857,Overlapping,NA,NA
3.321928,3.246239,2.250095,2.263034,4.476586,4.944366,1,1,1,1116097,1115997,1115984,1115994,1116028,1115974,33.44444444441857,3,2,0.747,1.000,3.284,2.257,4.710,-0.108,-0.942,1.050,ELT2peak03460,L3_High,1.518678751541583,ELT2peak03460,WBGene00022104,1116420,1142927,+,overlapStart,-13462,269,Overlapping,NA,NA
2.534336,2.649814,2.197146,2.210567,2.565854,3.243926,1,1,1,1122524,1122490,1122457,1122438,1122513,1122452,30,0,0,0.000,0.000,2.592,2.204,2.905,0.072,-1.034,0.962,ELT2peak03461,Not_Changing,0.12333579934824997,ELT2peak03461,WBGene00022104,1116420,1142927,+,inside,-7126,5768,Overlapping,NA,NA
1.664816,1.89377,1.85561,1.594743,3.703357,4.297037,1,0,1,1143000,1143009,NA,NA,1143021,1143010,5.5,3,4,0.922,1.000,1.779,1.725,4.000,-0.556,-0.598,1.154,ELT2peak03462,L3_High,1.68517690803475,ELT2peak03462,WBGene00004891,1143161,1145220,+,overlapStart,-1183,176,Overlapping,Embryonic,NA
1.29956,1.428843,1.566103,1.389042,2.891624,3.413851,0,0,1,NA,NA,NA,NA,1163420,1163373,23.5,3,4,0.696,1.000,1.364,1.478,3.153,-0.633,-0.520,1.153,ELT2peak03463,L3_High,1.0029819640270001,ELT2peak03463,WBGene00022103,1152044,1181143,+,inside,-3200,11083,Overlapping,NA,NA
0.584962,1.096861,2.010268,2.561879,3.243926,3.413851,0,0,1,NA,NA,NA,NA,1181961,1181987,13,2,5,0.549,1.000,0.841,2.286,3.329,-1.049,0.107,0.942,ELT2peak03464,Larval,1.5609976471663334,ELT2peak03464,WBGene00022490,1181990,1184944,+,overlapStart,-1385,269,Overlapping,Post-embryonic,NA
2.473931,2.039528,1.584962,2.040642,3.169925,3.243926,1,1,1,1202377,1202360,1202381,1202447,1202351,1202374,21.777777777829517,3,4,0.854,1.000,2.257,1.813,3.207,-0.237,-0.860,1.097,ELT2peak03465,L3_High,0.5072540661540834,ELT2peak03465,WBGene00022489,1202546,1207346,+,overlapStart,-2300,512,Overlapping,NA,NA
1.612977,1.222392,1.493815,1.389042,2.50696,2.921998,0,0,1,NA,NA,NA,NA,1208032,1208025,3.5,3,4,0.834,1.000,1.418,1.441,2.714,-0.593,-0.561,1.155,ELT2peak03466,L3_High,0.5504828880527499,ELT2peak03466,WBGene00022488,1208104,1213653,+,overlapStart,-2852,170,Overlapping,NA,NA
1.078002,1.13993,1.280108,1.140178,2.091923,1.921998,1,0,0,1211146,1211651,NA,NA,NA,NA,252.5,3,4,0.504,1.000,1.109,1.210,2.007,-0.677,-0.471,1.149,ELT2peak03467,L3_High,0.24192483927758326,ELT2peak03467,WBGene00022488,1208104,1213653,+,inside,1024,672,Overlapping,NA,NA
2.050626,2.035307,3.771961,3.668378,7.301375,7.590882,0,1,1,NA,NA,1214906,1214947,1214936,1214954,14.875,4,6,0.994,1.000,2.043,3.720,7.446,-0.853,-0.247,1.100,ELT2peak03468,Increasing,7.648323328522335,ELT2peak03468,WBGene00022497,1215000,1215200,+,includeFeature,-147,145,Overlapping,Post-embryonic,Target Gene Class B
1.952694,2.142958,1.836501,1.807355,3.091923,3.348262,1,0,1,1218426,1218411,NA,NA,1218465,1218436,16,3,4,0.988,1.000,2.048,1.822,3.220,-0.420,-0.721,1.142,ELT2peak03469,L3_High,0.5633504370810831,ELT2peak03469,WBGene00003978,1215995,1230274,-,inside,4410,2090,Overlapping,NA,NA
2.381871,2.553598,3.048137,3.255655,5.754888,6.216619,1,1,1,1220182,1220270,1220212,1220289,1220272,1220271,34.88888888891476,4,6,0.762,1.000,2.468,3.152,5.986,-0.751,-0.384,1.135,ELT2peak03470,Increasing,3.479213828791583,ELT2peak03470,WBGene00003978,1215995,1230274,-,inside,2694,3864,Overlapping,NA,NA
1.36257,1.504792,2.402098,3,5.636243,6.397731,1,1,1,1222113,1222153,1222179,1222214,1222219,1222217,34.166666666666664,4,6,0.962,1.000,1.434,2.701,6.017,-0.824,-0.289,1.113,ELT2peak03471,Increasing,5.601393392817334,ELT2peak03471,WBGene00003978,1215995,1230274,-,inside,895,5795,Overlapping,NA,NA
1.881356,1.900464,2.684498,3.115477,4.876194,5.091923,1,0,1,1223542,1223779,NA,NA,1223891,1223933,125.75,4,6,0.999,1.000,1.891,2.900,4.984,-0.867,-0.227,1.094,ELT2peak03472,Increasing,2.488192829516583,ELT2peak03472,WBGene00003978,1215995,1230274,-,inside,-642,5940,Overlapping,NA,NA
2.206451,2.566347,3.255655,3.472753,2.348262,2.703357,0,1,1,NA,NA,1225319,1225320,1225317,1225317,1.25,2,3,0.448,1.000,2.386,3.364,2.526,-0.704,1.145,-0.441,ELT2peak03473,Larval,0.2797405405275833,ELT2peak03473,WBGene00003978,1215995,1230274,-,inside,-2304,4470,Overlapping,NA,NA
1.125531,1.222393,1,1.350186,2.44556,3.00946,0,0,1,NA,NA,NA,NA,1226496,1226432,32,3,4,0.875,1.000,1.174,1.175,2.728,-0.578,-0.577,1.155,ELT2peak03474,L3_High,0.803918534892333,ELT2peak03474,WBGene00003978,1215995,1230274,-,inside,-3328,3536,Overlapping,NA,NA
0.203533,0.180572,2.852896,2.670692,3.546488,3.796467,0,1,1,NA,NA,1235866,1235894,1235916,1235901,14.25,2,5,0.969,1.000,0.192,2.762,3.671,-1.117,0.307,0.811,ELT2peak03475,Larval,3.256248962936583,ELT2peak03475,WBGene00022487,1236015,1237254,+,overlapStart,-628,382,Overlapping,NA,Target Gene Class A1
1.192645,0.981384,2.146842,2.222393,4.565854,4.852735,0,0,1,NA,NA,NA,NA,1239033,1239226,96.5,4,6,0.990,1.000,1.087,2.185,4.709,-0.847,-0.256,1.103,ELT2peak03476,Increasing,3.449939783056334,ELT2peak03476,WBGene00022486,1239260,1242799,+,overlapStart,-1896,216,Overlapping,NA,NA
1.169925,1.359896,0.987061,1.044122,2.291231,2.304467,0,0,1,NA,NA,NA,NA,1243360,1243384,12,3,4,0.969,1.000,1.265,1.016,2.298,-0.384,-0.751,1.135,ELT2peak03477,L3_High,0.46221770080824987,ELT2peak03477,WBGene00022485,1243508,1245358,+,overlapStart,-1057,124,Overlapping,NA,NA
1.632268,1.283793,1.728698,1.589535,4.584962,4.914464,0,0,1,NA,NA,NA,NA,1249425,1249384,20.5,3,4,0.704,1.000,1.458,1.659,4.750,-0.631,-0.522,1.153,ELT2peak03478,L3_High,3.4045659976690827,ELT2peak03478,WBGene00022484,1249475,1251843,+,overlapStart,-1163,277,Overlapping,NA,NA
1.292782,1.074294,1.070389,1.557217,2.021533,2.684498,0,0,1,NA,NA,NA,NA,1258555,1258524,15.5,3,4,0.509,1.000,1.184,1.314,2.353,-0.676,-0.473,1.149,ELT2peak03480,L3_High,0.41076820223124977,ELT2peak03480,WBGene00013840,1257187,1266872,-,inside,3492,1091,Overlapping,NA,NA
1.573185,1.600904,2.297475,1.777608,4.551354,4.887782,1,1,1,1263335,1263327,1263304,1263243,1263285,1263306,24,4,6,0.568,1.000,1.587,2.038,4.720,-0.705,-0.439,1.144,ELT2peak03481,Increasing,2.8681528619605827,ELT2peak03481,WBGene00013840,1257187,1266872,-,inside,-1400,3006,Overlapping,NA,NA
1,1.006664,1.874469,1.695145,3.267772,3.584963,0,0,1,NA,NA,NA,NA,1267026,1267015,5.5,4,6,0.998,1.000,1.003,1.785,3.426,-0.864,-0.232,1.096,ELT2peak03482,Increasing,1.5294208475075834,ELT2peak03482,WBGene00013840,1257187,1266872,-,overlapStart,-5094,103,Overlapping,NA,NA
2.044394,2.266787,2.2370390000000002,2.465663,5.27955,5.551354,0,1,1,NA,NA,1271705,1271705,1271726,1271718,8.5,3,4,0.708,1.000,2.156,2.351,5.415,-0.630,-0.523,1.153,ELT2peak03483,L3_High,3.3422890184572505,ELT2peak03483,WBGene00013836,1271993,1273705,-,overlapEnd,1039,171,Overlapping,NA,Target Gene Class B
0.662965,0.63743,1.614109,1.407658,5.491853,6.198122,0,1,1,NA,NA,1274084,1274121,1274163,1274130,22,4,6,0.655,1.000,0.650,1.511,5.845,-0.725,-0.416,1.141,ELT2peak03484,Increasing,7.7518468362520005,ELT2peak03484,WBGene00013837,1274425,1275613,-,overlapEnd,815,149,Overlapping,NA,Target Gene Class B
0.900464,1.222392,1.251539,0.870717,2.921998,3.348262,0,0,1,NA,NA,NA,NA,1275858,1275842,8,3,4,0.877,1.000,1.061,1.061,3.135,-0.577,-0.577,1.155,ELT2peak03485,L3_High,1.4336207284680003,ELT2peak03485,WBGene00013837,1274425,1275613,-,overlapStart,-829,17,Overlapping,NA,Target Gene Class B
0.662965,0.63743,2.301169,2.162271,2.381429,2.622437,0,0,1,NA,NA,NA,NA,1284476,1284533,28.5,2,3,0.981,1.000,0.650,2.232,2.502,-1.144,0.437,0.707,ELT2peak03488,Larval,1.0005254742225835,ELT2peak03488,WBGene00013845,1284996,1287140,+,overlapStart,-1419,66,Overlapping,NA,NA
1.070389,1,1.313661,1.394279,2.091923,2.091923,0,0,1,NA,NA,NA,NA,1313619,1313627,4,4,6,0.989,1.000,1.035,1.354,2.092,-0.846,-0.258,1.104,ELT2peak03490,Increasing,0.2938112620535833,ELT2peak03490,WBGene00022330,1313294,1315229,-,inside,366,85,Overlapping,NA,NA
1.777608,1.008268,2.532495,2.514573,5.27955,5.754888,0,1,1,NA,NA,1315286,1315287,1315254,1315252,16.75,4,6,0.959,1.000,1.393,2.524,5.517,-0.822,-0.291,1.113,ELT2peak03491,Increasing,4.541681826900335,ELT2peak03491,WBGene00022331,1315401,1318986,+,overlapStart,-1918,138,Overlapping,NA,NA
0.758992,0.748461,2.301169,2.807355,3.00946,3.243926,0,0,1,NA,NA,NA,NA,1321805,1321847,21,2,5,0.983,1.000,0.754,2.554,3.127,-1.123,0.331,0.793,ELT2peak03492,Larval,1.5334292244405832,ELT2peak03492,WBGene00022327,1318934,1321671,-,overlapStart,-1783,106,Overlapping,NA,NA
3.212994,3.31354,3.311586,3.55605,5.318603,5.421844,1,1,1,1323761,1323827,1323774,1323823,1323745,1323779,26.777777777751908,3,4,0.631,1.000,3.263,3.434,5.370,-0.649,-0.503,1.152,ELT2peak03493,L3_High,1.369669932820583,ELT2peak03493,WBGene00022326,1322132,1324633,-,inside,-540,356,Overlapping,NA,Target Gene Class B
1.099536,1.061928,2.342392,2.425306,4.225778,4.476586,0,1,1,NA,NA,1332059,1332129,1332149,1332128,28.625,4,6,0.948,1.000,1.081,2.384,4.351,-0.926,-0.134,1.060,ELT2peak03494,Increasing,2.710726041846333,ELT2peak03494,WBGene00194735,1332016,1333708,+,overlapStart,-698,207,Overlapping,NA,NA
1,0.467505,1.698173,1.695145,3.476586,4.081869,0,0,1,NA,NA,NA,NA,1342734,1342732,1,4,6,0.997,1.000,0.734,1.697,3.779,-0.858,-0.240,1.098,ELT2peak03495,Increasing,2.4231997434265837,ELT2peak03495,WBGene00022333,1342969,1344744,+,overlapStart,-1121,7,Overlapping,NA,NA
1.131245,0.807355,2.160077,2.292181,3.876194,4.413851,0,0,1,NA,NA,NA,NA,1349522,1349530,4,4,6,0.952,1.000,0.969,2.226,4.145,-0.924,-0.138,1.062,ELT2peak03496,Increasing,2.5578307994315828,ELT2peak03496,WBGene00022321,1348135,1349450,-,overlapStart,-738,168,Overlapping,NA,NA
1.847997,2.222393,1.4780470000000001,1.192645,2.091923,2.50696,1,0,0,1379752,1379507,NA,NA,NA,NA,122.5,3,2,0.450,1.000,2.035,1.335,2.299,0.291,-1.113,0.822,ELT2peak03497,L3_High,0.24818249478058332,ELT2peak03497,WBGene00255597,1379140,1380663,-,inside,10,41,Overlapping,NA,NA
1.752072,2.222393,3.947533,4.34645,5.131451,5.461156,1,1,1,1384300,1383912,1384387,1384369,1384403,1384363,125.66666666666667,2,5,0.809,1.000,1.987,4.147,5.296,-1.085,0.200,0.885,ELT2peak03498,Larval,2.822571315744334,ELT2peak03498,WBGene00022345,1382185,1384252,-,overlapStart,-1167,666,Overlapping,NA,Target Gene Class A2
1.495957,1.010888,2.550197,2.490325,3.403124,4.14439,0,0,1,NA,NA,NA,NA,1388537,1388574,18.5,4,5,0.677,1.000,1.253,2.520,3.774,-1.002,0.004,0.998,ELT2peak03499,Increasing,1.5880363331647496,ELT2peak03499,WBGene00194746,1386993,1388497,-,overlapStart,-793,200,Overlapping,NA,NA
3.125531,3.189225,3.537344,3.750022,6.389603,6.43375,1,1,1,1390179,1390172,1390169,1390233,1390173,1390191,17.222222222248092,4,6,0.591,1.000,3.157,3.644,6.412,-0.710,-0.433,1.144,ELT2peak03500,Increasing,3.081456549361584,ELT2peak03500,WBGene00022346,1390450,1391852,-,overlapEnd,851,172,Overlapping,NA,Target Gene Class A2
1.747234,1.719892,2.877143,3.036342,5.356626,5.608498,0,1,1,NA,NA,1401693,1401758,1401682,1401688,26.375,4,6,0.999,1.000,1.734,2.957,5.483,-0.867,-0.227,1.094,ELT2peak03505,Increasing,3.655154289633583,ELT2peak03505,WBGene00044761,1401940,1403460,+,overlapStart,-868,191,Overlapping,NA,Target Gene Class A2
1.415037,1.029747,2.179706,1.811555,2.828888,2.622437,0,0,1,NA,NA,NA,NA,1403611,1403645,17,4,5,0.635,1.000,1.222,1.996,2.726,-1.009,0.019,0.990,ELT2peak03506,Increasing,0.5651111158460834,ELT2peak03506,WBGene00022353,1403408,1406263,+,overlapStart,-736,37,Overlapping,NA,NA
2,1.752907,2.754888,3.099536,4.413851,5.091923,1,0,1,1413933,1413152,NA,NA,1412886,1411845,588.5,4,6,0.986,1.000,1.876,2.927,4.753,-0.899,-0.177,1.077,ELT2peak03507,Increasing,2.1185087184782505,ELT2peak03507,WBGene00022347,1409238,1415365,-,inside,-998,363,Overlapping,NA,NA
1.574236,1.819633,2.36257,2.093109,4.536707,5.00946,0,1,1,NA,NA,1418882,1418935,1418951,1418862,35.5,4,6,0.682,1.000,1.697,2.228,4.773,-0.731,-0.408,1.140,ELT2peak03508,Increasing,2.7038033014603338,ELT2peak03508,WBGene00022336,1419196,1419873,+,overlapStart,-512,215,Overlapping,NA,NA
0.658963,1.566347,3.770074,3.85561,3.518933,3.554266,0,1,1,NA,NA,1420084,1420078,1419937,1420072,52.875,2,3,0.824,1.000,1.113,3.813,3.537,-1.150,0.668,0.482,ELT2peak03509,Larval,2.2071377821425835,ELT2peak03509,WBGene00022348,1419855,1427226,-,overlapEnd,3430,87,Overlapping,NA,NA
